Coefficients
0.000107424494
0.00013575176
0.00015657206
0.00016133707
0.00017301932
0.00018768362
0.00019430302
0.00026495324
0.0002877397
0.0023940173
0.013367007
0.015993373
0.018580688
0.44030395
0.50769216
