Coefficients
-945.0444390412429
-689.4566060569869
-514.0965629747081
-44.47750659443112
-35.73339183029327
38.760827661033225
129.97680984786714
159.3341571278461
421.49668618001635
741.1200533816126
2237.6596720249445
3408.591128249724
4807.217320884824
11255.95126228238
12564.627221866876
